commodity_name,commodity_code,commodity_weight,date_code,wpi_index,date
Knitted fabrics of cotton,1304030001,0.17714,INDX042012,101.4,2012-04-01
Kraft paper,1308010005,0.0822,INDX042012,100.9,2012-04-01
LPG,1202000001,0.64481,INDX042012,111.1,2012-04-01
Laminated Paper,1308010006,0.0282,INDX042012,110.0,2012-04-01
Laminated plastic sheet,1308030003,0.02803,INDX042012,99.5,2012-04-01
Lamination wooden sheets/Veneer sheets,1307020003,0.18314,INDX042012,108.8,2012-04-01
Laptops,1316020002,0.19068,INDX042012,91.7,2012-04-01
Lathes,1318100003,0.01044,INDX042012,103.2,2012-04-01
Lead Concentrate,1103010007,0.00369,INDX042012,94.3,2012-04-01
Lead acid batteries for vehicles & other uses,1317020002,0.00039,INDX042012,102.0,2012-04-01
"Lead ingots, bars, blocks, plates",1314090005,0.01906,INDX042012,102.0,2012-04-01
Leather Shoe,1306030001,0.20737,INDX042012,102.5,2012-04-01
Leather garments incl. Jackets,1305010004,0.0946,INDX042012,105.8,2012-04-01
Lemon,1101020212,0.06575,INDX042012,160.0,2012-04-01
Light fitting accessories,1317050002,0.03113,INDX042012,102.3,2012-04-01
"Light, medium & heavy commercial vehicles",1319010001,0.69584,INDX042012,102.0,2012-04-01
Lignite,1201030001,0.09013,INDX042012,108.4,2012-04-01
Lime and calcium carbonate,1313050001,0.02789,INDX042012,102.0,2012-04-01
Limestone,1103020002,0.06947,INDX042012,118.2,2012-04-01
Linseed,1102020006,0.0064,INDX042012,114.7,2012-04-01
Liquid air & other gaseous products,1310010021,0.0445,INDX042012,99.0,2012-04-01
Litchi,1101020211,0.02955,INDX042012,0.0,2012-04-01
Loader,1318110004,0.00379,INDX042012,103.2,2012-04-01
Lock/padlock,1315050005,0.00046,INDX042012,97.1,2012-04-01
Lube Oils,1202000009,0.29199,INDX042012,106.0,2012-04-01
MS Bright Bars,1314040002,0.55727,INDX042012,106.4,2012-04-01
MS Pencil Ingots,1314030003,0.04173,INDX042012,110.2,2012-04-01
MS Slabs,1314030002,0.58341,INDX042012,104.5,2012-04-01
MS Wire Rods,1314040001,0.37842,INDX042012,106.8,2012-04-01
MS castings,1314100002,0.78655,INDX042012,99.4,2012-04-01
Machinery for plastic products - extruded,1318140001,0.08373,INDX042012,106.7,2012-04-01
Machinery used in the milling industry,1318120003,0.02217,INDX042012,100.4,2012-04-01
Maida,1301060001,0.19044,INDX042012,99.9,2012-04-01
Maize,1101010105,0.18927,INDX042012,107.9,2012-04-01
Manganese Ore,1103010004,0.03955,INDX042012,106.0,2012-04-01
Mango,1101020202,0.46209,INDX042012,101.3,2012-04-01
Map litho paper,1308030002,0.09799,INDX042012,103.4,2012-04-01
Marble Slab,1313060002,0.09603,INDX042012,104.7,2012-04-01
Marigold,1102040003,0.03063,INDX042012,104.7,2012-04-01
Masur,1101010204,0.05299,INDX042012,102.5,2012-04-01
"Material handling, lifting and hoisting equipment",1318060002,0.04086,INDX042012,99.2,2012-04-01
"Meat of goat, fresh or chilled",1301010002,0.02943,INDX042012,104.8,2012-04-01
Medical accessories,1311010023,0.39104,INDX042012,100.5,2012-04-01
Medium & heavy commercial vehicle tube,1312010010,0.12918,INDX042012,105.5,2012-04-01
Medium & heavy commercial vehicle tyre,1312010004,0.12918,INDX042012,105.6,2012-04-01
"Men/Boys suits, coats and jackets",1305010003,0.12904,INDX042012,106.5,2012-04-01
Menthol,1310010014,0.02162,INDX042012,132.1,2012-04-01
Mesta,1102010003,0.00225,INDX042012,97.7,2012-04-01
Metal cutting tools & accessories,1315010003,0.00124,INDX042012,100.5,2012-04-01
Meter (non-electrical),1316050001,0.18056,INDX042012,94.7,2012-04-01
Meter Panel,1317010008,0.05246,INDX042012,101.9,2012-04-01
Microscope,1316080001,0.0045,INDX042012,100.0,2012-04-01
Microwave oven,1317060008,0.00206,INDX042012,101.2,2012-04-01
Mild Steel (MS) Blooms,1314030001,0.64842,INDX042012,108.8,2012-04-01
Mild steel (MS) flats & sheets,1315010002,0.14193,INDX042012,103.6,2012-04-01
Milk,1101030001,4.43999,INDX042012,105.1,2012-04-01
Minibus/bus,1319010002,0.79295,INDX042012,101.8,2012-04-01
"Mining, quarrying & metallurgical machinery/parts",1318110005,0.02454,INDX042012,104.9,2012-04-01
Mixed fertilizer,1310020005,0.45476,INDX042012,113.6,2012-04-01
Mixing machine,1318110006,0.00216,INDX042012,103.6,2012-04-01
Modems,1316030002,0.0042,INDX042012,100.0,2012-04-01
Molasses,1301090002,0.04486,INDX042012,104.4,2012-04-01
Mono Ethyl Glycol,1310010010,0.04397,INDX042012,93.1,2012-04-01
Moong,1101010203,0.07088,INDX042012,96.3,2012-04-01
Mosambi (Sweet Orange),1101020214,0.02521,INDX042012,106.6,2012-04-01
Mosquito coil,1310060011,0.00621,INDX042012,105.2,2012-04-01
Motor Car Tube,1312010007,0.01126,INDX042012,97.8,2012-04-01
Motor Car Tyre,1312010001,0.20706,INDX042012,100.6,2012-04-01
Motor Starter,1318040002,0.04757,INDX042012,100.6,2012-04-01
Motor cycles,1320030001,1.1661,INDX042012,98.0,2012-04-01
Motors & other DC equipment,1317070002,0.03353,INDX042012,99.1,2012-04-01
Moulding Machine,1318140002,0.09108,INDX042012,102.3,2012-04-01
Multimeter,1317010012,0.00014,INDX042012,102.6,2012-04-01
Mustard Oil,1301040002,0.18053,INDX042012,115.6,2012-04-01
Mustard oil cake,1301160005,0.03512,INDX042012,130.0,2012-04-01
Mutton,1101040004,0.44094,INDX042012,104.8,2012-04-01
Naphtha,1202000006,0.86678,INDX042012,118.0,2012-04-01
Natural Gas,1104000002,0.46423,INDX042012,108.0,2012-04-01
Newspaper,1309010001,0.03031,INDX042012,104.0,2012-04-01
Newsprint,1308010001,0.07923,INDX042012,102.6,2012-04-01
Niger Seed,1102020008,0.00234,INDX042012,116.4,2012-04-01
Nitric Acid,1310010018,0.02048,INDX042012,99.3,2012-04-01
"Nitrogenous fertilizer, others",1310020004,0.00427,INDX042012,111.9,2012-04-01
Non Mechanical Toys,1322040004,0.00014,INDX042012,107.0,2012-04-01
Non ceramic tiles,1313020001,0.0076,INDX042012,106.7,2012-04-01
Noodles & similar extruded products,1301110001,0.0264,INDX042012,102.8,2012-04-01
Nylon rope,1304050001,0.00911,INDX042012,103.6,2012-04-01
Oil pump,1318080006,0.002,INDX042012,101.8,2012-04-01
Okra (Lady finger),1101020110,0.14592,INDX042012,152.2,2012-04-01
Oleoresin,1310030005,0.07154,INDX042012,102.4,2012-04-01
Onion,1101020103,0.16445,INDX042012,72.8,2012-04-01
Open end spinning machinery,1318130001,0.13728,INDX042012,86.5,2012-04-01
Opthalmic lens,1313010005,0.03097,INDX042012,102.4,2012-04-01
Orange,1101020204,0.12653,INDX042012,107.9,2012-04-01
Ordinary Portland cement,1313050003,0.85277,INDX042012,110.6,2012-04-01
Ordinary sheet glass,1313010001,0.00555,INDX042012,112.8,2012-04-01
Organic Solvent,1310010002,0.00015,INDX042012,103.3,2012-04-01
Organic chemicals,1310070013,0.04383,INDX042012,99.9,2012-04-01
Organic surface active agent,1310060003,0.01834,INDX042012,102.5,2012-04-01
Other Inorganic Chemicals,1310010023,0.28422,INDX042012,103.8,2012-04-01
Other Petrochemical Intermediates,1310010013,0.00684,INDX042012,90.4,2012-04-01
Other ferro alloys,1314010006,0.02768,INDX042012,105.9,2012-04-01
"Other meats, preserved/processed",1301010003,0.01934,INDX042012,103.9,2012-04-01
Other tobacco products,1303010003,0.23555,INDX042012,103.9,2012-04-01
PVC Insulated Cable,1317040001,0.08292,INDX042012,98.9,2012-04-01
PVC fittings & other accessories,1312030001,0.1621,INDX042012,104.4,2012-04-01
Packing machine,1318140005,0.01276,INDX042012,91.2,2012-04-01
Paddy,1101010101,1.43052,INDX042012,104.2,2012-04-01
Paint,1310050001,0.38664,INDX042012,104.1,2012-04-01
Palm Oil,1301040008,1.01507,INDX042012,112.5,2012-04-01
Papaya,1101020207,0.06368,INDX042012,73.2,2012-04-01
Paper bag including craft paper bag,1308010003,0.00123,INDX042012,100.0,2012-04-01
Paper carton/box,1308020004,0.0764,INDX042012,100.6,2012-04-01
Paper for printing & writing,1308010002,0.19261,INDX042012,100.8,2012-04-01
Particle Boards,1307020002,0.11558,INDX042012,103.8,2012-04-01
Passenger vehicles,1319010003,0.86336,INDX042012,82.4,2012-04-01
Pear,1101020218,0.01001,INDX042012,115.6,2012-04-01
Peas (Green),1101020106,0.13654,INDX042012,112.2,2012-04-01
Peas/Chawali,1101010206,0.02444,INDX042012,113.2,2012-04-01
Perfume/scent,1310060006,0.10008,INDX042012,103.3,2012-04-01
Personal Computer (P.C.),1316020001,0.10995,INDX042012,100.5,2012-04-01
Petrol,1202000002,1.6047,INDX042012,106.2,2012-04-01
Petroleum Coke,1202000010,0.04663,INDX042012,101.4,2012-04-01
Pharmaceutical Machinery,1318140004,0.19273,INDX042012,99.2,2012-04-01
Phosphoric acid,1310010020,0.02073,INDX042012,105.3,2012-04-01
Phosphorite,1103020001,0.11352,INDX042012,111.9,2012-04-01
Phthalic anhydride,1310010024,0.0191,INDX042012,126.1,2012-04-01
Pig Iron,1314020001,0.65301,INDX042012,107.7,2012-04-01
Pineapple,1101020209,0.03089,INDX042012,124.7,2012-04-01
Piston ring/Piston and Compressor,1319020007,0.05103,INDX042012,100.1,2012-04-01
Plain bricks,1313020003,0.03659,INDX042012,104.6,2012-04-01
Plastic bag,1312030007,0.01975,INDX042012,105.2,2012-04-01
Plastic bottle,1312030008,0.06262,INDX042012,101.9,2012-04-01
Plastic box/container,1312030010,0.31065,INDX042012,102.6,2012-04-01
Plastic button,1312030017,0.00721,INDX042012,110.3,2012-04-01
Plastic capsules,1311010019,0.07553,INDX042012,104.1,2012-04-01
Plastic components,1312030013,0.20335,INDX042012,98.9,2012-04-01
Plastic film,1312030004,0.24113,INDX042012,104.3,2012-04-01
Plastic fixtures,1321010002,0.09781,INDX042012,107.0,2012-04-01
Plastic furniture,1312030006,0.0468,INDX042012,105.1,2012-04-01
Plastic moulded-others toys,1322040003,0.0021,INDX042012,106.7,2012-04-01
Plastic tank,1312030014,0.03701,INDX042012,106.9,2012-04-01
Plastic tape,1312030012,0.01448,INDX042012,103.5,2012-04-01
Plastic tube (flexible/non-flexible),1312030011,0.07563,INDX042012,100.6,2012-04-01
Plastic/PVC Chappals,1306030004,0.06382,INDX042012,103.0,2012-04-01
Plasticizer,1310070002,0.00818,INDX042012,110.1,2012-04-01
Playing Cards,1322040001,0.00207,INDX042012,101.7,2012-04-01
Plywood block boards,1307020001,0.19458,INDX042012,103.3,2012-04-01
Pneumatic tools,1318020003,0.04017,INDX042012,100.2,2012-04-01
Pointed gourd,1101020115,0.0021,INDX042012,146.5,2012-04-01
Poles & posts of concrete,1313060005,0.02629,INDX042012,101.9,2012-04-01
Poly Propylene (PP),1310030001,0.19433,INDX042012,103.4,2012-04-01
Poly Vinyl Chloride (PVC),1310030002,0.08347,INDX042012,105.8,2012-04-01
Polyester chips or Polyethylene terepthalate (PET) chips,1310080001,0.14608,INDX042012,100.4,2012-04-01
Polyester fibre fabric,1310080004,0.08691,INDX042012,99.2,2012-04-01
Polyester film (non-metalized),1312030002,0.01969,INDX042012,100.5,2012-04-01
Polyester film(metalized),1310070003,0.08695,INDX042012,101.6,2012-04-01
Polyethylene,1310030003,0.51618,INDX042012,107.1,2012-04-01
Polypropylene film,1312030003,0.05098,INDX042012,103.9,2012-04-01
"Polystyrene, expandable",1310030004,0.02619,INDX042012,106.7,2012-04-01
Polythene film,1312030005,0.04306,INDX042012,103.5,2012-04-01
Pomengranate,1101020215,0.02122,INDX042012,99.0,2012-04-01
Porcelain crockery,1313040001,0.02145,INDX042012,105.1,2012-04-01
Porcelain sanitary ware,1313030001,0.12113,INDX042012,102.9,2012-04-01
Pork,1101040007,0.06051,INDX042012,105.3,2012-04-01
Poster paper,1308010012,0.00604,INDX042012,101.9,2012-04-01
Potato,1101020101,0.27737,INDX042012,142.4,2012-04-01
Poultry Chicken,1101040006,0.55906,INDX042012,108.8,2012-04-01
Powder Milk,1301050005,0.16715,INDX042012,105.9,2012-04-01
Powder coating material,1310050003,0.01208,INDX042012,108.0,2012-04-01
Pozzolana cement,1313050005,0.09194,INDX042012,114.2,2012-04-01
Precision machinery equipment/Form tools,1318100004,0.11948,INDX042012,100.5,2012-04-01
Press board,1308010009,0.003,INDX042012,100.0,2012-04-01
Pressure cooker,1315060008,0.04521,INDX042012,103.8,2012-04-01
Pressure vessel and tank for fermentation & other food processing,1318120002,0.05469,INDX042012,85.8,2012-04-01
Printed Books,1309010005,0.29985,INDX042012,111.8,2012-04-01
Printed form & schedule,1309010004,0.01659,INDX042012,97.0,2012-04-01
Printed labels/posters/calendars,1309010003,0.09471,INDX042012,108.7,2012-04-01
Printing ink,1310050004,0.0754,INDX042012,101.9,2012-04-01
Printing machinery,1318130004,0.04184,INDX042012,109.1,2012-04-01
Processed Tea,1301120001,0.33175,INDX042012,109.4,2012-04-01
Processed rubber,1312020003,0.01724,INDX042012,102.9,2012-04-01
Propellers & Blades of Boats/Ships,1320010002,0.00394,INDX042012,98.1,2012-04-01
Pulp board,1308010013,0.00247,INDX042012,108.9,2012-04-01
Pump sets without motor,1318030002,0.25362,INDX042012,110.7,2012-04-01
Pumpkin,1101020119,0.00465,INDX042012,133.6,2012-04-01
Quilts,1304040003,0.009,INDX042012,103.1,2012-04-01
Radiators & coolers,1319020006,0.06161,INDX042012,101.1,2012-04-01
Radish,1101020113,0.03942,INDX042012,107.7,2012-04-01
Ragi,1101010107,0.00738,INDX042012,107.2,2012-04-01
Rails,1314040003,0.13227,INDX042012,90.6,2012-04-01
Railway brake gear,1320020004,0.00042,INDX042012,101.9,2012-04-01
Railway sleeper,1313060003,0.0049,INDX042012,103.3,2012-04-01
Rajma,1101010207,0.00573,INDX042012,134.7,2012-04-01
Rape & Mustard Seed,1102020002,0.24914,INDX042012,117.9,2012-04-01
Rapeseed Oil,1301040009,0.0116,INDX042012,118.2,2012-04-01
Raw Cotton,1102010001,0.66334,INDX042012,89.9,2012-04-01
Raw Jute,1102010002,0.05453,INDX042012,101.6,2012-04-01
Raw Rubber,1102030006,0.28851,INDX042012,95.6,2012-04-01
Raw Silk,1102010005,0.07735,INDX042012,103.0,2012-04-01
Raw Wool,1102010004,0.02629,INDX042012,100.0,2012-04-01
Rectified spirit,1302010003,0.07357,INDX042012,100.9,2012-04-01
Refrigerators,1317060001,0.13502,INDX042012,101.5,2012-04-01
Release valve,1319020016,0.00101,INDX042012,119.4,2012-04-01
Reprographic machine and scanners,1318070001,0.00582,INDX042012,103.1,2012-04-01
Rice Bran Extract,1301160002,0.03918,INDX042012,103.5,2012-04-01
Rice Bran Oil,1301040007,0.29613,INDX042012,109.9,2012-04-01
Rice mill machinery,1318120001,0.03071,INDX042012,105.6,2012-04-01
Rice products,1301060009,0.07025,INDX042012,104.2,2012-04-01
"Rice, Non-basmati",1301060007,0.94347,INDX042012,103.6,2012-04-01
Road roller,1318110003,0.00995,INDX042012,101.5,2012-04-01
Roller and ball bearings,1318040001,0.28071,INDX042012,102.7,2012-04-01
Roller mill (Raymond),1318130003,0.0019,INDX042012,99.8,2012-04-01
Rose,1102040001,0.14264,INDX042012,99.8,2012-04-01
Rotor/magneto rotor assembly,1317010003,0.0068,INDX042012,101.1,2012-04-01
Rubber Chemicals,1310070012,0.00748,INDX042012,99.4,2012-04-01
Rubber Crumb,1312020008,0.05232,INDX042012,99.2,2012-04-01
Rubber Insulated Cables,1317040008,0.01964,INDX042012,129.6,2012-04-01
Rubber Tread,1312020009,0.01864,INDX042012,104.4,2012-04-01
Rubber cloth/sheet,1312010008,0.01224,INDX042012,113.3,2012-04-01
Rubber components & parts,1312020004,0.01732,INDX042012,102.4,2012-04-01
Rubber moulded goods,1312020002,0.03434,INDX042012,103.9,2012-04-01
Rubber tubes- not for tyres,1312020010,0.05076,INDX042012,97.1,2012-04-01
Rubberized dipped fabric,1312010006,0.00203,INDX042012,109.1,2012-04-01
Safety fuse,1317010011,0.00525,INDX042012,101.9,2012-04-01
Safety matches (match box),1310070001,0.06202,INDX042012,104.2,2012-04-01
Safflower (Kardi Seed),1102020009,0.00221,INDX042012,103.9,2012-04-01
Salt,1301130002,0.02692,INDX042012,103.7,2012-04-01
Sanitary fittings of Iron & Steel,1315060005,0.06251,INDX042012,96.2,2012-04-01
Sapota,1101020213,0.02814,INDX042012,105.9,2012-04-01
"Sauces of Vegetables (Tomato, Chilli, Soya & others)",1301030004,0.03397,INDX042012,102.7,2012-04-01
Scientific time keeping device,1316060002,0.00304,INDX042012,108.5,2012-04-01
Scooters,1320030002,0.12322,INDX042012,101.3,2012-04-01
Seat for motor vehicles,1319020018,0.15245,INDX042012,110.7,2012-04-01
Separator,1318120004,0.00246,INDX042012,99.6,2012-04-01
Sewing Machines,1318130002,0.01112,INDX042012,104.6,2012-04-01
Shafts of all kinds,1319020004,0.07112,INDX042012,109.8,2012-04-01
Shampoo,1310060010,0.01534,INDX042012,98.4,2012-04-01
"Shawls and scarves, knitted",1305020002,0.06085,INDX042012,108.8,2012-04-01
Shirts/half shirts of cotton and/or man-made fibre,1305010001,0.35583,INDX042012,119.9,2012-04-01
Shock absorbers,1319020003,0.10028,INDX042012,103.0,2012-04-01
Shrimps/Prawns - Processed/Frozen,1301020001,0.06329,INDX042012,98.2,2012-04-01
Silencer and Damper,1319020009,0.07898,INDX042012,96.1,2012-04-01
Silicomanganese,1314010005,0.21885,INDX042012,107.1,2012-04-01
Sillimanite,1103020004,0.00061,INDX042012,100.3,2012-04-01
Silver,1322010002,0.03077,INDX042012,102.4,2012-04-01
Simvastatin,1311010010,0.0523,INDX042012,101.8,2012-04-01
Skins (Raw),1102030002,0.0229,INDX042012,96.0,2012-04-01
Soda ash/washing soda,1310010007,0.06255,INDX042012,109.9,2012-04-01
Sodium Silicate,1310010027,0.01297,INDX042012,106.1,2012-04-01
Soil preparation & cultivation machinery (other than tractors),1318090005,0.0384,INDX042012,104.2,2012-04-01
Solar power system (solar panel & attachable equipment),1318150001,0.02582,INDX042012,72.6,2012-04-01
Solenoid valve,1317010015,0.0046,INDX042012,100.5,2012-04-01
Solid Rubber Tyres/Wheels,1312010005,0.00473,INDX042012,105.1,2012-04-01
Sooji (rawa ),1301060004,0.02473,INDX042012,100.9,2012-04-01
Soya preparations excluding oil,1301160003,0.01012,INDX042012,115.9,2012-04-01
Soyabean,1102020011,0.37606,INDX042012,131.0,2012-04-01
Soyabean Oil,1301040003,0.34251,INDX042012,108.3,2012-04-01
Spices (including mixed spices),1301130001,0.1361,INDX042012,91.0,2012-04-01
Spirits,1302010001,0.23997,INDX042012,102.6,2012-04-01
Sponge Iron/Direct Reduced Iron (DRI),1314010001,1.00352,INDX042012,119.4,2012-04-01
Sports goods of rubber (incl. balls),1322030001,0.00367,INDX042012,105.2,2012-04-01
"Stainless Steel Coils, Strips & Sheets",1314070003,0.02925,INDX042012,107.5,2012-04-01
Stainless Steel Pencil Ingots/Billets/Slabs,1314070002,0.41164,INDX042012,118.4,2012-04-01
"Stainless Steel bars & rods, including flats",1314070001,0.48307,INDX042012,91.3,2012-04-01
Stainless steel razor,1315050002,0.11854,INDX042012,98.7,2012-04-01
Stainless steel tank,1315020003,0.0242,INDX042012,101.5,2012-04-01
Stainless steel tubes,1314080002,0.20459,INDX042012,102.6,2012-04-01
Stainless steel utensils,1315050001,0.08546,INDX042012,103.5,2012-04-01
Steam Turbines,1318010001,0.02536,INDX042012,95.6,2012-04-01
Steel Container,1315020002,0.07075,INDX042012,101.0,2012-04-01
Steel cables,1314050004,0.05514,INDX042012,118.3,2012-04-01
Steel door,1315060006,0.0085,INDX042012,106.6,2012-04-01
Steel drums and barrels,1315060009,0.02274,INDX042012,100.9,2012-04-01
Steel forgings - rough,1314110001,0.27051,INDX042012,99.6,2012-04-01
"Steel pipes, tubes & poles",1315010001,0.28647,INDX042012,103.0,2012-04-01
Steel shutter gate,1321010003,0.0684,INDX042012,104.8,2012-04-01
Steel structures,1315010005,0.59281,INDX042012,107.9,2012-04-01
Steering gear control system,1319020013,0.08627,INDX042012,98.8,2012-04-01
Steroids and hormonal preparations (including anti-fungal preparations),1311010020,0.01615,INDX042012,100.0,2012-04-01
Sticker plastic,1309010007,0.01846,INDX042012,89.3,2012-04-01
"Stone, chip",1313070002,0.07616,INDX042012,101.6,2012-04-01
"Stringed musical instruments (incl. Santoor, Guitars, etc.)",1322020001,0.00124,INDX042012,108.8,2012-04-01
Sugar,1301090001,1.05553,INDX042012,103.6,2012-04-01
Sugar Machinery,1318120005,0.1179,INDX042012,94.3,2012-04-01
Sugar confectionary,1301100002,0.07816,INDX042012,102.1,2012-04-01
Sugarcane,1101060004,0.58142,INDX042012,100.0,2012-04-01
Sulpha drugs,1311010014,0.03627,INDX042012,101.5,2012-04-01
Sulphuric Acid,1310010019,0.03029,INDX042012,90.8,2012-04-01
Sunflower,1102020010,0.01659,INDX042012,101.9,2012-04-01
Sunflower Oil,1301040004,0.23133,INDX042012,102.2,2012-04-01
Sunglasses,1316080002,0.00301,INDX042012,104.3,2012-04-01
"Superphospate/Phosphatic fertilizer, others",1310020009,0.08472,INDX042012,124.6,2012-04-01
Sweet Potato,1101020102,0.02051,INDX042012,106.9,2012-04-01
Synthetic Fabric  Others,1304020003,0.05493,INDX042012,101.4,2012-04-01
Synthetic yarn,1304010002,0.53794,INDX042012,99.9,2012-04-01
Table Tennis Table,1322030005,0.0008,INDX042012,105.0,2012-04-01
Tamarind,1101050010,0.00964,INDX042012,80.6,2012-04-01
Tanker,1320050001,0.00159,INDX042012,107.4,2012-04-01
Tanning Materials,1102030003,0.00418,INDX042012,100.0,2012-04-01
Tapioca,1101020104,0.07213,INDX042012,87.5,2012-04-01
Tea,1101060001,0.12359,INDX042012,120.7,2012-04-01
Telephone sets including mobile hand sets,1316030001,0.30578,INDX042012,103.3,2012-04-01
Terry Towel,1304040006,0.05824,INDX042012,106.7,2012-04-01
Texturised and twisted Yarn,1304010005,0.50957,INDX042012,101.3,2012-04-01
